NM_001001398.2 fgf6a
XR_011017060.1 LOC137496593
XR_011017061.1 LOC137496593
XR_011017062.1 LOC137496594
XR_011017063.1 LOC137496595
XR_011017064.1 LOC137496596
XR_011017065.1 LOC137496597
XR_011017066.1 LOC103911763
XR_011017067.1 LOC101882493
XR_011017068.1 LOC137496599
XR_011017069.1 LOC137496600
XR_011017070.1 LOC137496601
XR_011017071.1 LOC137496602
XR_011017072.1 LOC137496602
XR_011017073.1 LOC137496602
XR_011017074.1 LOC137496602
XR_011017075.1 LOC137490400
XR_011017076.1 LOC137490400
XR_011017077.1 LOC137490400
XR_011017078.1 si:dkey-65j4.2
XR_011017079.1 LOC137490697
XR_011017080.1 LOC137490697
XR_011017081.1 LOC103911773
XR_011017082.1 LOC137496604
XR_011017083.1 LOC103911775
XR_011017084.1 LOC137496605
XR_011017085.1 LOC137496606
XR_011017086.1 LOC137496606
XR_011017087.1 LOC137496606
XR_011017088.1 LOC137496607
XR_011017089.1 LOC137496608
XR_011017090.1 LOC137496610
XR_011017091.1 LOC137496611
XR_011017092.1 LOC137496612
XR_011017093.1 LOC137496613
XR_011017094.1 LOC137496613
XR_011017095.1 LOC137496613
XR_011017096.1 LOC137496613
XR_011017097.1 LOC137496613
XR_011017098.1 LOC137496613
XR_011017099.1 LOC137496614
XR_011017100.1 LOC137496615
XR_011017101.1 LOC137496616
XR_011017102.1 LOC137496627
XR_011017103.1 LOC137490391
XR_011017104.1 LOC137490392
XR_011017105.1 LOC137490393
XR_011017106.1 LOC137490394
XR_011017107.1 LOC137496628
XR_011017108.1 LOC137496629
XR_011017109.1 LOC137496630
XR_011017110.1 LOC137496631
XR_011017111.1 LOC137496632
XR_011017112.1 LOC137496633
XR_011017113.1 LOC137496634
XR_011017114.1 stx10
XR_011017115.1 tmem51b
XR_011017116.1 tmem51b
XR_011017117.1 tk1
XR_011017118.1 hnrnpa1a
XR_011017119.1 sypl2a
XR_011017120.1 st3gal8
XR_011017121.1 tmcc1b
XR_011017122.1 kaznb
XR_011017123.1 trim62.1
XR_011017124.1 LOC137496635
XR_011017125.1 LOC137496635
XR_011017126.1 LOC137496636
XR_011017127.1 LOC137496637
XR_011017128.1 LOC137496638
XR_011017129.1 LOC137496639
XR_011017130.1 LOC101885993
XR_011017131.1 LOC137496640
XR_011017132.1 LOC137496641
XR_011017133.1 LOC137496642
XR_011017134.1 LOC137496643
XR_011017135.1 LOC137496644
XR_011017136.1 LOC137490411
XR_011017137.1 si:dkey-27d5.5
XR_011017138.1 LOC110438886
XR_011017139.1 LOC110439268
XR_011017140.1 LOC110438906
XR_011017141.1 LOC137496645
XR_011017142.1 LOC137496646
XR_011017143.1 LOC137496647
XR_011017144.1 LOC137496648
XR_011017145.1 LOC137496649
XR_011017146.1 LOC137496649
XR_011017147.1 LOC137496649
XR_011017148.1 LOC137496649
XR_011017149.1 LOC137496650
XR_011017150.1 LOC137496651
XR_011017151.1 LOC137496654
XR_011017152.1 LOC137496655
XR_011017153.1 LOC137490426
XR_011017154.1 LOC137490426
XR_011017155.1 LOC137496656
XR_011017156.1 LOC137496657
XR_011017157.1 LOC137496659
XR_011017158.1 LOC137496660
XR_011017159.1 LOC137496661
XR_011017160.1 LOC137496662
XR_011017161.1 LOC137490402
XR_011017162.1 LOC137496664
XR_011017163.1 LOC137496665
XR_011017164.1 LOC137496665
XR_011017165.1 si:ch73-112j3.1
XR_011017166.1 LOC137496666
XR_011017167.1 LOC137496667
XR_011017168.1 LOC137496668
XR_011017169.1 LOC137496668
XR_011017170.1 LOC101886158
XR_011017171.1 LOC137496669
XR_011017172.1 LOC101886356
XR_011017173.1 LOC137496670
XR_011017174.1 LOC137496671
XR_011017175.1 LOC137496672
XR_011017176.1 LOC137496672
XR_011017177.1 LOC101885717
XR_011017178.1 LOC137496674
XR_011017179.1 LOC137490406
XR_011017180.1 hap1
XR_011017181.1 LOC137490409
XR_011017182.1 LOC137490768
XR_011017183.1 LOC137496675
XR_011017184.1 LOC137496676
XR_011017185.1 LOC137496676
XR_011017186.1 LOC137496677
XR_011017187.1 LOC103911814
XR_011017188.1 LOC137490417
XR_011017189.1 LOC137490417
XR_011017190.1 LOC137490417
XR_011017191.1 LOC137496678
XR_011017192.1 LOC110440095
XR_011017193.1 LOC137496679
XR_011017194.1 LOC101883516
XR_011017195.1 LOC110438909
XR_011017196.1 LOC110438908
XR_011017197.1 LOC101885677
XR_011017198.1 LOC137490418
XR_011017199.1 LOC137496681
XR_011017200.1 LOC137496682
XR_011017201.1 LOC137496683
XR_011017202.1 LOC137496683
XR_011017203.1 LOC108191602
XR_011017204.1 LOC137496684
XR_011017205.1 LOC137496685
XR_011017206.1 LOC137496686
XR_011017207.1 LOC137496687
XR_011017208.1 LOC137496687
XR_011017209.1 tafa1
XR_011017210.1 tafa1
XR_011017211.1 tafa1
XR_011017212.1 LOC137496688
XR_011017213.1 LOC101886644
XR_011017214.1 LOC101886644
XR_011017215.1 LOC108191636
XR_011017216.1 LOC137490770
XR_011017217.1 LOC137496692
XR_011017218.1 LOC137496692
XR_011017219.1 LOC137496692
XR_011017220.1 LOC137496692
XR_011017221.1 LOC137496692
XR_011017222.1 LOC137490705
XR_011017223.1 LOC137490706
XR_011017224.1 LOC103911838
XR_011017225.1 LOC103911838
XR_011017226.1 LOC103911838
XR_011017227.1 LOC103911838
XR_011017228.1 LOC103911838
XR_011017229.1 LOC103911838
XR_011017230.1 LOC137496693
XR_011017231.1 LOC137496694
XR_011017232.1 LOC137496695
XR_011017233.1 LOC137496695
XR_011017234.1 LOC137496696
XR_011017235.1 LOC100538163
XR_011017236.1 LOC137490423
XR_011017237.1 LOC137490423
XR_011017238.1 LOC137490423
XR_011017239.1 LOC137490424
XR_011017240.1 LOC137490424
XR_011017241.1 LOC137490424
XR_011017242.1 LOC137490424
XR_011017243.1 LOC137496697
XR_011017244.1 LOC137496698
XR_011017245.1 LOC101886928
XR_011017246.1 brpf3a
XR_011017247.1 LOC137496699
XR_011017248.1 LOC137496700
XR_011017249.1 LOC137496701
XR_011017250.1 LOC137496703
XR_011017251.1 LOC137496704
XR_011017252.1 LOC137496705
XR_011017253.1 LOC137496706
XR_011017254.1 LOC137496706
XR_011017255.1 si:ch211-161f7.2
XR_011017256.1 LOC137496710
XR_011017257.1 LOC137496711
XR_011017258.1 LOC137496711
XR_011017259.1 LOC137496711
XR_011017260.1 LOC137496712
XR_011017261.1 LOC137496713
XR_011017262.1 LOC101885620
XR_011017263.1 LOC137496715
XR_011017264.1 LOC137496715
XR_011017265.1 cntnap5l
XR_011017266.1 LOC103911847
XR_011017267.1 LOC103911847
XR_011017268.1 LOC137496717
XR_011017269.1 LOC137496717
XR_011017270.1 LOC137496718
XR_011017271.1 LOC137496718
XR_011017272.1 LOC137496718
XR_011017273.1 LOC137496719
XR_011017274.1 LOC137496719
XR_011017275.1 LOC137496720
XR_011017276.1 LOC137496721
XR_011017277.1 LOC137496721
XR_011017278.1 LOC137496724
XR_011017279.1 LOC137496725
XR_011017280.1 LOC137496726
XR_011017281.1 LOC137496726
XR_011017282.1 LOC137496727
XR_011017283.1 LOC137496727
XR_011017284.1 LOC137496727
XR_011017285.1 LOC137496728
XR_011017286.1 LOC137496729
XR_011017287.1 LOC137496729
XR_011017288.1 LOC137496729
XR_011017289.1 LOC137496730
XR_011017290.1 LOC137496731
XR_011017291.1 LOC137496732
XR_011017292.1 LOC137496732
XR_011017293.1 LOC110440109
XR_011017294.1 LOC137496733
XR_011017295.1 LOC137496733
XR_011017296.1 LOC137496734
XR_011017297.1 LOC137490429
XR_011017298.1 LOC137496735
XR_011017299.1 LOC137496736
XR_011017300.1 LOC137496737
XR_011017301.1 LOC137496738
XR_011017302.1 LOC137496739
XR_011017303.1 LOC137496741
XR_011017304.1 LOC137496741
XR_011017305.1 LOC137496742
XR_011017306.1 LOC137496742
XR_011017307.1 LOC137496743
XR_011017308.1 LOC137496744
XR_011017309.1 LOC137496753
XR_011017310.1 LOC137496754
XR_011017311.1 LOC137496755
XR_011017312.1 LOC137496756
XR_011017313.1 LOC137496757
XR_011017314.1 LOC137496758
XR_011017315.1 LOC137496759
XR_011017316.1 LOC137496760
XR_011017317.1 LOC100150025
XR_011017318.1 si:dkey-21c1.1
XR_011017319.1 si:dkey-21c1.1
XR_011017320.1 si:dkey-21c1.1
XR_011017321.1 si:dkey-21c1.1
XR_011017322.1 si:dkey-21c1.1
XR_011017323.1 mpp7a
XR_011017324.1 mpp7a
XR_011017325.1 mpp7a
XR_011017326.1 mpp7a
XR_011017327.1 tcf7l2
XR_011017328.1 ddit4
XR_011017329.1 qki2
XR_011017330.1 kcnn1a
XR_011017331.1 kcnn1a
XR_011017332.1 kcnn1a
XR_011017333.1 cpped1
XR_011017334.1 tmem184ba
XR_011017335.1 tmem184ba
XR_011017336.1 arsg
XR_011017337.1 vti1a
XR_011017338.1 vti1a
XR_011017339.1 pcgf5b
XR_011017340.1 pcgf5b
XR_011017341.1 znf438
XR_011017342.1 LOC137496766
XR_011017343.1 LOC137496767
XR_011017344.1 LOC108191771
XR_011017345.1 LOC137496768
XR_011017346.1 LOC137496769
XR_011017347.1 LOC137496770
XR_011017348.1 LOC137496771
XR_011017349.1 LOC137496772
XR_011017350.1 LOC137490453
XR_011017351.1 LOC137490452
XR_011017352.1 LOC137496773
XR_011017353.1 LOC137496774
XR_011017354.1 LOC137496775
XR_011017355.1 LOC137496776
XR_011017356.1 LOC137496777
XR_011017357.1 LOC137496778
XR_011017358.1 LOC137496780
XR_011017359.1 LOC137496781
XR_011017360.1 LOC137496781
XR_011017361.1 LOC137496782
XR_011017362.1 LOC137496783
XR_011017363.1 LOC137496785
XR_011017364.1 LOC137496786
XR_011017365.1 LOC103911899
XR_011017366.1 LOC137496787
XR_011017367.1 LOC137496787
XR_011017368.1 LOC137496788
XR_011017369.1 LOC137496788
XR_011017370.1 LOC137496789
XR_011017371.1 LOC137496790
XR_011017372.1 LOC137496791
XR_011017373.1 LOC137496792
XR_011017374.1 LOC137496793
XR_011017375.1 LOC137496793
XR_011017376.1 LOC137496793
XR_011017377.1 lrrc3ca
XR_011017378.1 LOC137490434
XR_011017379.1 LOC137490434
XR_011017380.1 LOC137496794
XR_011017381.1 LOC101883797
XR_011017382.1 LOC101883797
XR_011017383.1 LOC137496795
XR_011017384.1 LOC137496796
XR_011017385.1 LOC137496796
XR_011017386.1 LOC137496797
XR_011017387.1 LOC137496798
XR_011017388.1 LOC137496799
XR_011017389.1 LOC137496800
XR_011017390.1 LOC137496801
XR_011017391.1 LOC137496802
XR_011017392.1 LOC137496802
XR_011017393.1 LOC137496802
XR_011017394.1 LOC101882309
XR_011017395.1 LOC101882309
XR_011017396.1 LOC137496803
XR_011017397.1 LOC137496803
XR_011017398.1 LOC137496804
XR_011017399.1 LOC137496804
XR_011017400.1 LOC137496805
XR_011017401.1 LOC137496805
XR_011017402.1 LOC137496806
XR_011017403.1 arhgap23b
XR_011017404.1 LOC137496807
XR_011017405.1 LOC137496808
XR_011017406.1 LOC137496808
XR_011017407.1 LOC137496808
XR_011017408.1 LOC137496809
XR_011017409.1 LOC137496809
XR_011017410.1 LOC137496810
XR_011017411.1 LOC137496812
XR_011017412.1 LOC137496812
XR_011017413.1 pms2
XR_011017414.1 LOC137496813
XR_011017415.1 LOC137496813
XR_011017416.1 LOC137496814
XR_011017417.1 LOC137496815
XR_011017418.1 LOC137496816
XR_011017419.1 LOC137496816
XR_011017420.1 LOC137496816
XR_011017421.1 LOC137496817
XR_011017422.1 LOC137490442
XR_011017423.1 LOC103911922
XR_011017424.1 LOC137490445
XR_011017425.1 LOC137490446
XR_011017426.1 LOC103911923
XR_011017427.1 LOC137496818
XR_011017428.1 LOC137496819
XR_011017429.1 LOC100535964
XR_011017430.1 LOC137496820
XR_011017431.1 LOC137496821
XR_011017432.1 LOC137490451
XR_011017433.1 LOC137496823
XR_011017434.1 LOC137496823
XR_011017435.1 LOC137496824
XR_011017436.1 LOC137496824
XR_011017437.1 LOC137496824
XR_011017438.1 LOC137490455
XR_011017439.1 LOC137490455
XR_011017440.1 LOC137496825
XR_011017441.1 LOC137496825
XR_011017442.1 LOC137496825
XR_011017443.1 LOC137490456
XR_011017444.1 LOC137496827
XR_011017445.1 LOC108191731
XR_011017446.1 LOC137496828
XR_011017447.1 LOC137496829
XR_011017448.1 LOC137496830
XR_011017449.1 LOC108191741
XR_011017450.1 si:ch211-152f22.4
XR_011017451.1 LOC137496831
XR_011017452.1 LOC137496831
XR_011017453.1 LOC137496831
XR_011017454.1 LOC137496832
XR_011017455.1 LOC137496833
XR_011017456.1 LOC137496834
XR_011017457.1 LOC137496834
XR_011017458.1 LOC137496835
XR_011017459.1 LOC137496836
XR_011017460.1 LOC137496837
XR_011017461.1 LOC137496837
XR_011017462.1 LOC137496838
XR_011017463.1 LOC137496839
XR_011017464.1 LOC137496839
XR_011017465.1 LOC137496839
XR_011017466.1 LOC137496840
XR_011017467.1 LOC137496841
XR_011017468.1 LOC137496841
XR_011017469.1 si:ch211-221j21.3
XR_011017470.1 LOC110440150
XR_011017471.1 LOC137496843
XR_011017472.1 LOC103911946
XR_011017473.1 LOC103911946
XR_011017474.1 LOC137496845
XR_011017475.1 LOC137496846
XR_011017476.1 LOC137496847
XR_011017477.1 LOC137496848
XR_011017478.1 LOC137496848
XR_011017479.1 LOC137496849
XR_011017480.1 LOC137496850
XR_011017481.1 LOC100535892
XR_011017482.1 LOC137496851
XR_011017483.1 LOC137496852
XR_011017484.1 LOC137496853
XR_011017485.1 LOC101886598
XR_011017486.1 LOC101886598
XR_011017487.1 LOC101886598
XR_011017488.1 LOC101886598
XR_011017489.1 LOC101886598
XR_011017490.1 LOC137496854
XR_011017491.1 LOC137496855
XR_011017492.1 LOC137496856
XR_011017493.1 LOC137496857
XR_011017494.1 LOC110440159
XR_011017495.1 LOC137496859
XR_011017496.1 LOC108191761
XR_011017497.1 LOC137496860
XR_011017498.1 LOC137496861
XR_011017499.1 LOC137496861
XR_011017500.1 LOC108191766
XR_011017501.1 LOC108191766
XR_011017502.1 LOC103911968
XR_011017503.1 LOC137496868
XR_011017504.1 LOC137496869
XR_011017505.1 LOC137496870
XR_011017506.1 LOC137490708
XR_011017507.1 LOC137490709
XR_011017508.1 gpr137ba
XR_011017509.1 zswim8
XR_011017510.1 zswim8
XR_011017511.1 dab1b
XR_011017512.1 sft2d1
XR_044996.8 si:dkey-83f18.8
XR_045047.7 si:ch211-287c22.2p
XR_045070.7 si:ch211-249c2.1
XR_045227.7 si:ch211-156b7.4
XR_082582.7 si:ch1073-322p19.1
XR_082601.4 LOC100000636
XR_084367.8 LOC100006868
XR_117612.6 si:dkey-29g22.2
XR_117623.5 si:dkey-16l2.20
XR_117651.5 LOC100535500
XR_117679.6 si:dkeyp-86b9.5
XR_117680.6 si:dkeyp-86b9.5
XR_117691.6 LOC110437859
XR_117726.6 LOC100537708
XR_117730.6 LOC100535624
XR_117747.5 si:dkey-239h2.3
XR_117764.6 LOC100537265
XR_117777.6 si:zfos-1451h6.1
XR_117789.6 si:ch211-255p10.3
XR_117809.6 LOC100535225
XR_117875.6 LOC100535512
XR_117906.4 si:ch73-295i22.2
XR_117957.5 LOC797168
XR_117958.6 LOC100331974
XR_221936.4 LOC101886624
XR_221937.4 LOC101884772
XR_221939.4 LOC101885184
XR_221948.5 si:ch73-112j3.1
XR_221984.5 LOC798783
XR_221990.5 si:ch211-262i1.2
XR_222012.4 LOC101882309
XR_222032.5 si:dkey-287g12.6
XR_222035.5 srsf2a
XR_222047.5 LOC101884792
XR_222049.4 LOC101885636
XR_222064.5 si:dkeyp-122d12.1
XR_222069.5 znf451
XR_222099.5 LOC101882994
XR_222105.5 fuom
XR_222135.5 si:ch211-188i4.4
XR_222141.5 LOC101886518
XR_222152.4 LOC101884652
XR_222154.5 LOC101885882
XR_222173.5 LOC101882590
XR_222174.5 LOC101882590
XR_222187.4 LOC101882653
XR_222191.5 LOC101882973
XR_222202.5 LOC101885723
XR_222219.5 LOC101882171
XR_222220.5 LOC101884799
XR_222222.5 LOC101884862
XR_222231.5 LOC101884655
XR_222233.4 LOC101883857
XR_222237.5 LOC101883804
XR_222251.5 si:ch211-213d14.3
XR_222253.5 LOC101884185
XR_222255.4 LOC101885358
XR_222256.4 LOC101885358
XR_222276.5 LOC101886502
XR_222285.4 si:ch211-229g11.5
XR_222296.5 gdpd5b
XR_222297.5 gdpd5b
XR_222320.5 LOC101882033
XR_222321.5 LOC101882361
XR_222330.5 LOC101886145
XR_222331.5 LOC101882543
XR_222346.5 LOC101885943
XR_222347.5 si:dkeyp-86h10.3
XR_222352.5 si:dkeyp-52c3.1
XR_222354.5 LOC100006926
XR_222379.5 LOC101885890
XR_222389.5 LOC101885793
XR_222420.5 si:rp71-62i8.3
XR_222421.5 LOC101884010
XR_222431.5 plekha1a
XR_222434.5 dnajc27
XR_222440.5 LOC101886722
XR_222441.5 LOC101886905
XR_222460.5 si:dkey-166f24.2
XR_222476.5 LOC110438085
XR_222490.5 LOC101883066
XR_222491.5 LOC101885646
XR_222511.5 LOC100536923
XR_222519.4 LOC100537040
XR_222524.5 si:ch211-220f16.1
XR_222530.5 si:dkey-188k17.3
XR_222544.5 LOC101886703
XR_222547.5 LOC101886923
XR_222553.5 si:ch73-350k19.1
XR_222575.5 LOC101885092
XR_222576.5 LOC101884261
XR_222582.5 si:dkey-164n2.1
XR_222585.4 sfpq
XR_222606.5 LOC101886790
XR_222623.5 LOC101885768
XR_222629.3 LOC101886634
XR_222634.5 LOC101883643
XR_222638.5 LOC101882853
XR_222642.5 LOC101886909
XR_222644.5 si:ch211-145g9.7
XR_222660.4 LOC101885769
XR_222664.5 zdhhc5a
XR_222672.4 LOC101885337
XR_222679.4 si:dkey-27n6.9
XR_222683.4 LOC110437848
XR_222693.5 LOC101884354
XR_222694.5 LOC101884354
XR_222697.5 linc.5888
XR_222727.5 LOC101884038
XR_222732.5 si:ch211-63o20.10
XR_222769.5 si:rp71-1h20.3
XR_222780.5 LOC100537030
XR_222783.5 LOC101886387
XR_222800.5 si:ch211-262i10.2
XR_222801.5 LOC101886495
XR_222808.5 LOC101885070
XR_222811.5 si:dkey-17e16.18
XR_222824.5 LOC101883097
XR_222836.5 LOC101884581
XR_222840.5 LOC100536983
XR_222841.5 tmem238b
XR_222849.5 LOC101884869
XR_222852.5 LOC100334288
XR_222853.5 LOC101885368
XR_222863.4 LOC100332811
XR_222874.4 LOC101882933
XR_222882.5 LOC100535550
XR_222885.5 LOC101885710
XR_222891.4 LOC100332834
XR_222892.5 si:dkeyp-122a9.1
XR_222966.5 LOC101882732
XR_222967.5 LOC101882732
XR_222974.5 LOC101886797
XR_222980.5 ntsr1
XR_222989.5 LOC101883010
XR_222997.5 LOC101883493
XR_223045.5 si:ch211-69l10.2
XR_223052.5 si:dkey-117j14.6
XR_223054.5 si:dkey-117j14.6
XR_223057.5 si:dkey-117j14.8
XR_223061.5 LOC101883052
XR_223071.5 LOC101883694
XR_223082.4 LOC101884703
XR_223086.5 LOC101885409
XR_223103.5 LOC101884545
XR_223115.5 si:ch211-218p2.3
XR_223116.5 LOC101886390
XR_223117.5 LOC101884431
XR_223121.5 btbd10a
XR_223134.5 ccl39.7
XR_223153.5 LOC101885809
XR_223155.5 LOC101885809
XR_223171.5 prkag2b
XR_223173.5 LOC101885853
XR_223174.3 LOC101886306
XR_223198.5 si:ch211-139k8.2
XR_223207.5 LOC101887030
XR_223209.5 LOC101887108
XR_223214.4 si:ch211-286b5.5
XR_223218.5 si:dkey-9c18.3
XR_223230.5 LOC101884032
XR_223231.5 LOC101884032
XR_223236.4 LOC101885914
XR_223237.5 LOC101885914
XR_223248.5 si:ch73-264i18.3
XR_223280.5 gaa
XR_223281.5 LOC101885587
XR_223284.5 LOC101885347
XR_223292.5 LOC101885432
XR_223297.5 LOC101885742
XR_223299.5 LOC101886115
XR_223317.5 LOC101885143
XR_223319.4 LOC101885970
XR_223329.5 LOC101883904
XR_223330.5 LOC101883904
XR_223334.5 si:ch211-256e16.5
XR_223336.5 LOC101882598
XR_223341.4 LOC101882466
XR_223369.4 LOC101883036
XR_223382.5 LOC101884572
XR_223383.5 LOC101884608
XR_223384.5 LOC110437805
XR_223395.5 si:dkey-14d8.24
XR_223396.5 LOC101884690
XR_223404.5 LOC101882334
XR_223405.5 LOC101882403
XR_223413.5 LOC100538118
XR_223417.3 LOC101884316
XR_223418.3 LOC101884531
XR_223421.5 si:dkey-59l11.7
XR_223428.5 LOC101884274
XR_223429.5 si:dkey-153k10.7
XR_223430.5 si:dkey-153k10.6
XR_223449.5 si:dkey-115f9.3
XR_223473.5 LOC101884648
XR_223481.5 LOC101884897
XR_223487.5 LOC100535588
XR_223491.5 LOC101882149
XR_223492.4 LOC100535500
XR_223497.5 LOC101884046
XR_223502.5 LOC101885496
XR_223520.5 LOC101882026
XR_223524.4 si:ch211-262n1.5
XR_223538.5 si:dkey-245m3.2
XR_223539.5 si:dkey-245m3.1
XR_223544.5 LOC101885147
XR_223545.4 LOC101885304
XR_223551.5 si:dkey-27p18.6
XR_223575.5 LOC101885954
XR_223640.5 si:ch211-202e12.3
XR_223641.5 linc.0464
XR_223665.4 LOC101883870
XR_223670.5 si:ch211-198e13.3
XR_223700.5 LOC101886554
XR_223718.5 LOC101886376
XR_223741.5 si:ch211-241d24.1
XR_223754.5 si:dkey-48o4.1
XR_223757.4 LOC101884801
XR_223762.5 LOC101883730
XR_223764.5 LOC101883873
XR_223838.5 LOC101883820
XR_223840.5 si:ch73-119p20.1
XR_223851.5 LOC101886295
XR_223864.5 LOC101882344
XR_223911.5 LOC101885047
XR_223915.5 si:dkey-242k1.4
XR_223921.4 LOC101882034
XR_223922.5 si:dkeyp-51b9.3
XR_223923.3 LOC101882726
XR_223927.3 LOC101882952
XR_223928.5 LOC101882952
XR_223929.4 LOC101882952
XR_223932.5 LOC101883327
XR_223934.5 si:dkey-104n9.1
XR_223938.5 LOC101886813
XR_223950.5 LOC101883687
XR_223957.5 si:ch73-272h24.1
XR_223959.5 si:dkeyp-82a1.1
XR_223971.5 LOC100004075
XR_223975.4 LOC101886594
XR_223977.5 LOC100535223
XR_223982.3 LOC101886700
XR_223983.5 LOC101887043
XR_223985.4 LOC101887121
XR_223988.5 LOC101882658
XR_224048.5 si:ch73-132k15.2
XR_224083.5 LOC101883821
XR_224105.5 si:dkey-23f21.1
XR_224113.5 LOC101884404
XR_224116.5 LOC101884827
XR_224130.5 LOC101887159
XR_224145.5 LOC101886505
XR_224160.5 LOC101883591
XR_224176.5 LOC101886247
XR_224182.4 si:dkey-4j21.1
XR_224185.5 si:dkeyp-44b5.2
XR_224190.4 LOC101885749
XR_224192.5 LOC101886451
XR_224203.5 LOC101884167
XR_224206.4 LOC101886597
XR_224207.5 LOC101883823
XR_224209.5 LOC101886887
XR_224216.3 LOC101884353
XR_224217.5 LOC101884463
XR_224233.5 si:dkey-22h13.6
XR_224245.3 LOC101882852
XR_224249.5 LOC101882981
XR_224257.4 si:ch211-145h19.1
XR_224306.4 LOC100535985
XR_224309.5 LOC101886347
XR_224314.4 si:dkeyp-72g6.2
XR_224321.5 LOC100536415
XR_224327.5 LOC101885134
XR_224337.5 LOC101885394
XR_224389.5 znf326
XR_224390.5 LOC101882263
XR_224415.5 LOC101885708
XR_224428.5 LOC101883921
XR_224442.5 si:ch73-215f7.1
XR_224447.5 LOC101886928
XR_224449.5 LOC101882529
XR_224453.5 LOC101886388
XR_224457.5 LOC101884747
XR_224462.5 si:ch73-106k19.4
XR_224488.5 si:ch73-302a4.4
XR_224489.5 LOC101885947
XR_224512.4 LOC101884267
XR_224513.4 LOC101885254
XR_224518.5 LOC101884810
XR_224524.3 LOC101886350
XR_224533.5 LOC101882831
XR_224544.5 LOC100537702
XR_224564.5 LOC101882396
XR_224572.5 LOC100536908
XR_224575.5 LOC101883623
XR_224576.5 si:ch73-359m17.5
XR_224578.4 si:ch73-359m17.6
XR_224591.4 LOC101885653
XR_224600.5 LOC101883451
XR_224625.5 LOC101883693
XR_224645.4 LOC101886023
XR_224659.3 LOC101882917
XR_224677.5 LOC101884153
XR_224683.5 LOC101886071
XR_224697.5 si:ch73-191k20.4
XR_224699.5 LOC101884122
XR_224711.5 LOC101882989
XR_224713.5 si:dkey-30k22.10
XR_224726.4 LOC101882962
XR_224731.5 LOC101884216
XR_224746.5 im:7152688
XR_224747.4 znf414
XR_224749.5 vopp1a
XR_224754.5 sppl2
XR_224761.5 LOC101882378
XR_224768.5 LOC103910105
XR_224769.5 LOC101884451
XR_224804.5 LOC101886214
XR_224809.5 LOC101886530
XR_224810.5 LOC101886530
XR_224817.5 LOC570694
XR_224827.5 LOC101883014
XR_224841.3 wu:fa19b12
XR_224857.5 LOC101882623
XR_224862.5 LOC101883628
XR_224884.4 LOC101883034
XR_224895.5 LOC101883166
XR_224919.5 LOC101882514
XR_224962.5 LOC101883361
